citing	cited	new_type	confidence	rationale
2006.04822	1409.0819	contrasts	high	The citing paper explicitly states the cited paper incorrectly claimed a contradiction with the Landau-Yang theorem.
2006.09284	1605.02101	background	low	Context is too thin to establish a direct dispute with the cited paper.
2006.09284	1701.07145	background	low	Context is too thin to establish a direct dispute with the cited paper.
2006.09284	1304.3044	background	low	Context is too thin to establish a direct dispute with the cited paper.
2006.09284	1609.02590	background	low	Context is too thin to establish a direct dispute with the cited paper.
2006.15142	1003.2598	contrasts	high	The citing paper explicitly states that fully self-consistent HFB calculations of 199Hg presented controversial results, with residual interactions greatly reducing the isovector coefficient and changing its sign, contradicting the cited paper's findings.
2006.15547	1807.00718	contrasts	high	The citing paper states the molecular prediction of a large decay width is in disagreement with a recent measurement.
2006.15044	1705.00141	uses	high	The citing paper mentions [TARGET] as an example of studies motivated by threshold closeness, not as a disputed claim.
2006.15627	1908.01934	contrasts	medium	The citing paper states Kohno's calculated spectra are insufficient to reproduce data, implying a quantitative disagreement with Kohno's results.
2006.13739	1607.04832	compares	medium	The citing paper notes different approximations from the cited paper, but does not assert the cited paper's claims are wrong.
2006.13739	1606.00675	uses	high	The citing paper mentions the cited paper as one possible cure for a known issue, not as a disputed claim.
2006.13739	0708.1322	uses	high	The citing paper cites the target as an alternative approximation, not as a source of disagreement.
2006.06944	1209.0615	uses	high	Citing paper uses [TARGET] as an example of TDHF failure to support its own claim.
2006.06944	1606.04717	uses	high	Citing paper cites [TARGET] as evidence of TDHF's failure to describe tunneling.
2006.06944	1209.3375	uses	high	Citing paper cites [TARGET] as an example of TDHF failure in fusion below barrier.
2006.06944	1211.2387	uses	high	Citing paper cites [TARGET] as an example of TDHF failure in fusion below barrier.
2006.06944	1605.01876	uses	high	Citing paper cites [TARGET] as evidence of TDHF's failure to describe tunneling.
2006.06944	1210.1047	uses	high	Citing paper cites [TARGET] as an example of TDHF failure in fusion below barrier.
2006.15360	nucl-th/9211007	contrasts	high	The citing paper explicitly states its results differ from the Nijmegen group's recommended values and suggests a systematic uncertainty in their modeling.
2006.03168	1912.11031	contrasts	high	The citing paper states that the cited paper's priors were too narrow and overwhelmed constraints, preventing comparison.
2006.03168	1903.01466	contrasts	medium	The citing paper notes that the quantitative accuracy of fitting formulas is debated, referencing the cited paper as the subject of that debate.
2006.03168	1903.09121	contrasts	high	The citing paper explicitly states that a violation of the conformal limit is not equivalent to quark cores, contradicting the cited paper's claim.
2006.03168	1904.08907	uses	high	The cited paper is described as presenting a similar analysis without quantitative results, not as being disputed.
2006.03168	1912.05705	uses	high	The cited paper is mentioned as presenting a similar analysis, not as being contradicted.
2006.03168	1812.08188	uses	high	The cited paper is used as an example of prior effects, not as a target of dispute.
2006.03168	1812.06100	compares	medium	The citing paper notes differences in reanalysis approaches but does not assert the cited paper is wrong.
2006.03168	1912.05703	contrasts	high	The citing paper states that the cited paper's priors were too narrow and overwhelmed constraints, preventing comparison.
2006.14445	1710.02540	contrasts	low	recheck response unparseable, original label kept
2006.14445	1605.01134	contrasts	low	recheck response unparseable, original label kept
2006.14445	1803.06155	contrasts	low	recheck response unparseable, original label kept
2006.15947	1705.04523	compares	medium	The citing paper notes a distinctive feature compared to approaches using spectral representations, but does not assert the cited paper's claims are wrong.
2006.09604	astro-ph/0609364	uses	high	The citing paper cites the target as evidence that quark stars are disfavored, but does not dispute the target's claims.
2006.09604	2003.04880	uses	high	The citing paper notes the target's constraints cannot be directly used, but does not assert the target is wrong.
2006.09604	1908.10355	contrasts	high	The citing paper explicitly contrasts its chosen models with those in the target, indicating a difference in approach but not a dispute of the target's findings.
2006.15861	1311.2559	uses	high	The citing paper references the cited paper as evidence for a commonly accepted L value, not as a dispute.
2006.16254	1406.5097	contrasts	low	recheck response unparseable, original label kept
2006.16279	1109.6293	uses	high	The citing paper references the cited paper as the source of the TMD factorization formula, not as a disputed claim.
2006.16279	1101.0715	uses	high	The citing paper references the cited paper as the source of the TMD factorization formula, not as a disputed claim.
2006.16031	1801.08253	compares	high	The citing paper notes a difference in focus (chiral vortical effect vs. chiral magnetic effect) but does not dispute the cited paper's claims.
2006.15196	nucl-th/0509050	uses	high	The citing paper mentions [TARGET] as one of the predictions for the drip line, not as a dispute.
2006.15196	1408.6555	uses	high	The citing paper cites [TARGET] as predicting a loosely bound nucleus, not as a disagreement.
2007.00915	1312.3319	contrasts	high	The citing paper explicitly states its formulation is in sharp contrast to the cited paper's approach.
2006.16593	1209.1463	contrasts	high	The citing paper asserts that the cited paper's application to the nucleon mass spectrum was not successful, implying a failure or inadequacy in the cited work.
2007.00738	1610.03361	uses	high	The citing paper uses [TARGET] as an example of a stiff EOS that reduces compactness, not as a disputed claim.
2006.16662	1904.09919	uses	high	The citing paper notes a difference in previous IBM calculations but does not dispute their claims; it simply mentions the choice of core.
2007.00392	1901.04746	compares	high	The citing paper notes a previous single-detector study but does not dispute its claims; it extends the approach to multiple positions.
2007.01173	1603.03638	background	low	Context mentions complexity of relativistic approaches but does not assert a direct dispute with the cited paper's claims.
2007.00138	1707.07984	contrasts	high	The citing paper states the cited paper's prediction has an opposite sign compared to experimental data, implying a quantitative disagreement.
